回测日志 - 初始资本: 100000
===========================================
[2024-10-08] 买入 301128.XSHE 100 股 @ 62.50，总费用 6250.00，剩余资金 93750.00
[2024-10-08] 买入 688267.XSHG 100 股 @ 24.44，总费用 2444.00，剩余资金 91306.00
[2024-10-08] 买入 301027.XSHE 100 股 @ 11.49，总费用 1149.00，剩余资金 90157.00
[2024-10-08] 买入 002638.XSHE 100 股 @ 2.39，总费用 239.00，剩余资金 89918.00
[2024-10-08] 买入 003013.XSHE 100 股 @ 16.00，总费用 1600.00，剩余资金 88318.00
[2024-10-08] 买入 688365.XSHG 100 股 @ 9.53，总费用 953.00，剩余资金 87365.00
[2024-10-08] 买入 002062.XSHE 100 股 @ 4.36，总费用 436.00，剩余资金 86929.00
[2024-10-08] 买入 300853.XSHE 100 股 @ 18.39，总费用 1839.00，剩余资金 85090.00
[2024-10-08] 买入 301339.XSHE 100 股 @ 26.00，总费用 2600.00，剩余资金 82490.00
[2024-10-08] 买入 002657.XSHE 100 股 @ 17.49，总费用 1749.00，剩余资金 80741.00
[2024-10-08] 买入 301186.XSHE 100 股 @ 41.00，总费用 4100.00，剩余资金 76641.00
[2024-10-08] 买入 688155.XSHG 100 股 @ 49.18，总费用 4918.00，剩余资金 71723.00
[2024-10-08] 买入 688291.XSHG 100 股 @ 22.60，总费用 2260.00，剩余资金 69463.00
[2024-10-08] 买入 002250.XSHE 100 股 @ 6.49，总费用 649.00，剩余资金 68814.00
[2024-10-08] 买入 300667.XSHE 100 股 @ 22.00，总费用 2200.00，剩余资金 66614.00
[2024-10-08] 买入 002622.XSHE 100 股 @ 2.18，总费用 218.00，剩余资金 66396.00
[2024-10-08] 买入 688681.XSHG 100 股 @ 12.75，总费用 1275.00，剩余资金 65121.00
[2024-10-08] 买入 300222.XSHE 100 股 @ 9.03，总费用 903.00，剩余资金 64218.00
[2024-10-08] 买入 600860.XSHG 100 股 @ 10.24，总费用 1024.00，剩余资金 63194.00
[2024-10-08] 买入 000915.XSHE 100 股 @ 35.74，总费用 3574.00，剩余资金 59620.00
[2024-10-08] 买入 603061.XSHG 100 股 @ 74.02，总费用 7402.00，剩余资金 52218.00
[2024-10-08] 买入 300230.XSHE 100 股 @ 4.90，总费用 490.00，剩余资金 51728.00
[2024-10-08] 买入 600444.XSHG 100 股 @ 15.51，总费用 1551.00，剩余资金 50177.00
[2024-10-08] 买入 000700.XSHE 100 股 @ 7.15，总费用 715.00，剩余资金 49462.00
[2024-10-08] 买入 002327.XSHE 100 股 @ 10.27，总费用 1027.00，剩余资金 48435.00
[2024-10-08] 买入 688253.XSHG 100 股 @ 52.68，总费用 5268.00，剩余资金 43167.00
[2024-10-08] 买入 300644.XSHE 100 股 @ 24.62，总费用 2462.00，剩余资金 40705.00
[2024-10-08] 买入 600429.XSHG 100 股 @ 4.90，总费用 490.00，剩余资金 40215.00
[2024-10-08] 买入 603665.XSHG 100 股 @ 17.53，总费用 1753.00，剩余资金 38462.00
[2024-10-08] 买入 301207.XSHE 100 股 @ 24.10，总费用 2410.00，剩余资金 36052.00
[2024-10-08] 买入 605189.XSHG 100 股 @ 14.64，总费用 1464.00，剩余资金 34588.00
[2024-10-08] 买入 301013.XSHE 100 股 @ 14.90，总费用 1490.00，剩余资金 33098.00
[2024-10-08] 买入 002248.XSHE 100 股 @ 7.77，总费用 777.00，剩余资金 32321.00
[2024-10-08] 买入 603818.XSHG 100 股 @ 3.11，总费用 311.00，剩余资金 32010.00
[2024-10-08] 买入 300749.XSHE 100 股 @ 7.54，总费用 754.00，剩余资金 31256.00
[2024-10-08] 买入 300758.XSHE 100 股 @ 15.49，总费用 1549.00，剩余资金 29707.00
[2024-10-08] 买入 600684.XSHG 100 股 @ 3.80，总费用 380.00，剩余资金 29327.00
[2024-10-08] 买入 300057.XSHE 100 股 @ 6.15，总费用 615.00，剩余资金 28712.00
[2024-10-08] 买入 002006.XSHE 100 股 @ 15.10，总费用 1510.00，剩余资金 27202.00
[2024-10-08] 买入 601996.XSHG 100 股 @ 2.26，总费用 226.00，剩余资金 26976.00
[2024-10-08] 买入 600540.XSHG 100 股 @ 4.43，总费用 443.00，剩余资金 26533.00
[2024-10-08] 买入 688211.XSHG 100 股 @ 35.69，总费用 3569.00，剩余资金 22964.00
[2024-10-08] 买入 000153.XSHE 100 股 @ 6.71，总费用 671.00，剩余资金 22293.00
[2024-10-08] 买入 688329.XSHG 100 股 @ 18.84，总费用 1884.00，剩余资金 20409.00
[2024-10-08] 买入 603011.XSHG 100 股 @ 7.33，总费用 733.00，剩余资金 19676.00
[2024-10-08] 买入 300183.XSHE 100 股 @ 20.15，总费用 2015.00，剩余资金 17661.00
[2024-10-08] 买入 000505.XSHE 100 股 @ 7.25，总费用 725.00，剩余资金 16936.00
[2024-10-08] 买入 300928.XSHE 100 股 @ 42.97，总费用 4297.00，剩余资金 12639.00
[2024-10-08] 买入 600127.XSHG 100 股 @ 7.88，总费用 788.00，剩余资金 11851.00
[2024-10-08] 买入 603291.XSHG 100 股 @ 12.32，总费用 1232.00，剩余资金 10619.00
[2024-10-08] 买入 603348.XSHG 100 股 @ 28.30，总费用 2830.00，剩余资金 7789.00
[2024-10-08] 买入 300986.XSHE 100 股 @ 12.96，总费用 1296.00，剩余资金 6493.00
[2024-10-08] 买入 301303.XSHE 100 股 @ 15.10，总费用 1510.00，剩余资金 4983.00
[2024-10-08] 资金不足5000，暂停交易，等待资金恢复
[2024-10-08] 持仓 301128.XSHE: 100 股，当日盈亏 -66.00, 成本价 62.5, 当日收盘价格 61.84, 当日涨跌幅 17.79%, 持仓收益率 -1.06%
[2024-10-08] 持仓 688267.XSHG: 100 股，当日盈亏 -150.00, 成本价 24.44, 当日收盘价格 22.94, 当日涨跌幅 12.45%, 持仓收益率 -6.14%
[2024-10-08] 持仓 301027.XSHE: 100 股，当日盈亏 -48.00, 成本价 11.49, 当日收盘价格 11.01, 当日涨跌幅 12.12%, 持仓收益率 -4.18%
[2024-10-08] 持仓 002638.XSHE: 100 股，当日盈亏 -10.00, 成本价 2.39, 当日收盘价格 2.29, 当日涨跌幅 5.05%, 持仓收益率 -4.18%
[2024-10-08] 持仓 003013.XSHE: 100 股，当日盈亏 -99.00, 成本价 16.0, 当日收盘价格 15.01, 当日涨跌幅 2.53%, 持仓收益率 -6.19%
[2024-10-08] 持仓 688365.XSHG: 100 股，当日盈亏 0.00, 成本价 9.53, 当日收盘价格 9.53, 当日涨跌幅 20.03%, 持仓收益率 0.00%
[2024-10-08] 持仓 002062.XSHE: 100 股，当日盈亏 -17.00, 成本价 4.36, 当日收盘价格 4.19, 当日涨跌幅 5.81%, 持仓收益率 -3.90%
[2024-10-08] 持仓 300853.XSHE: 100 股，当日盈亏 -114.00, 成本价 18.39, 当日收盘价格 17.25, 当日涨跌幅 10.08%, 持仓收益率 -6.20%
[2024-10-08] 持仓 301339.XSHE: 100 股，当日盈亏 -101.00, 成本价 26.0, 当日收盘价格 24.99, 当日涨跌幅 13.59%, 持仓收益率 -3.88%
[2024-10-08] 持仓 002657.XSHE: 100 股，当日盈亏 0.00, 成本价 17.49, 当日收盘价格 17.49, 当日涨跌幅 10.00%, 持仓收益率 0.00%
[2024-10-08] 持仓 301186.XSHE: 100 股，当日盈亏 -292.00, 成本价 41.0, 当日收盘价格 38.08, 当日涨跌幅 9.11%, 持仓收益率 -7.12%
[2024-10-08] 持仓 688155.XSHG: 100 股，当日盈亏 -152.00, 成本价 49.18, 当日收盘价格 47.66, 当日涨跌幅 13.40%, 持仓收益率 -3.09%
[2024-10-08] 持仓 688291.XSHG: 100 股，当日盈亏 -94.00, 成本价 22.6, 当日收盘价格 21.66, 当日涨跌幅 12.52%, 持仓收益率 -4.16%
[2024-10-08] 持仓 002250.XSHE: 100 股，当日盈亏 -31.00, 成本价 6.49, 当日收盘价格 6.18, 当日涨跌幅 4.39%, 持仓收益率 -4.78%
[2024-10-08] 持仓 300667.XSHE: 100 股，当日盈亏 0.00, 成本价 22.0, 当日收盘价格 22.00, 当日涨跌幅 18.92%, 持仓收益率 0.00%
[2024-10-08] 持仓 002622.XSHE: 100 股，当日盈亏 0.00, 成本价 2.18, 当日收盘价格 2.18, 当日涨跌幅 10.10%, 持仓收益率 0.00%
[2024-10-08] 持仓 688681.XSHG: 100 股，当日盈亏 -93.00, 成本价 12.75, 当日收盘价格 11.82, 当日涨跌幅 7.36%, 持仓收益率 -7.29%
[2024-10-08] 持仓 300222.XSHE: 100 股，当日盈亏 1.00, 成本价 9.03, 当日收盘价格 9.04, 当日涨跌幅 20.05%, 持仓收益率 0.11%
[2024-10-08] 持仓 600860.XSHG: 100 股，当日盈亏 -39.00, 成本价 10.24, 当日收盘价格 9.85, 当日涨跌幅 5.80%, 持仓收益率 -3.81%
[2024-10-08] 持仓 000915.XSHE: 100 股，当日盈亏 -14.00, 成本价 35.74, 当日收盘价格 35.60, 当日涨跌幅 9.57%, 持仓收益率 -0.39%
[2024-10-08] 持仓 603061.XSHG: 100 股，当日盈亏 0.00, 成本价 74.02, 当日收盘价格 74.02, 当日涨跌幅 10.00%, 持仓收益率 0.00%
[2024-10-08] 持仓 300230.XSHE: 100 股，当日盈亏 -18.00, 成本价 4.9, 当日收盘价格 4.72, 当日涨跌幅 15.40%, 持仓收益率 -3.67%
[2024-10-08] 持仓 600444.XSHG: 100 股，当日盈亏 -43.00, 成本价 15.51, 当日收盘价格 15.08, 当日涨跌幅 6.87%, 持仓收益率 -2.77%
[2024-10-08] 持仓 000700.XSHE: 100 股，当日盈亏 -23.00, 成本价 7.15, 当日收盘价格 6.92, 当日涨跌幅 6.96%, 持仓收益率 -3.22%
[2024-10-08] 持仓 002327.XSHE: 100 股，当日盈亏 -105.00, 成本价 10.27, 当日收盘价格 9.22, 当日涨跌幅 -1.91%, 持仓收益率 -10.22%
[2024-10-08] 持仓 688253.XSHG: 100 股，当日盈亏 -440.00, 成本价 52.68, 当日收盘价格 48.28, 当日涨跌幅 9.95%, 持仓收益率 -8.35%
[2024-10-08] 持仓 300644.XSHE: 100 股，当日盈亏 -144.00, 成本价 24.62, 当日收盘价格 23.18, 当日涨跌幅 11.98%, 持仓收益率 -5.85%
[2024-10-08] 持仓 600429.XSHG: 100 股，当日盈亏 -38.00, 成本价 4.9, 当日收盘价格 4.52, 当日涨跌幅 0.67%, 持仓收益率 -7.76%
[2024-10-08] 持仓 603665.XSHG: 100 股，当日盈亏 -131.00, 成本价 17.53, 当日收盘价格 16.22, 当日涨跌幅 1.31%, 持仓收益率 -7.47%
[2024-10-08] 持仓 301207.XSHE: 100 股，当日盈亏 -105.00, 成本价 24.1, 当日收盘价格 23.05, 当日涨跌幅 10.92%, 持仓收益率 -4.36%
[2024-10-08] 持仓 605189.XSHG: 100 股，当日盈亏 -41.00, 成本价 14.64, 当日收盘价格 14.23, 当日涨跌幅 6.91%, 持仓收益率 -2.80%
[2024-10-08] 持仓 301013.XSHE: 100 股，当日盈亏 -28.00, 成本价 14.9, 当日收盘价格 14.62, 当日涨跌幅 16.22%, 持仓收益率 -1.88%
